iter	RMSE
731	0.4873616345
732	0.4872801627
733	0.4871976862
734	0.487137948
735	0.4870104841
736	0.4869360941
737	0.4868574874
738	0.4867497126
739	0.4866416449
740	0.4865465716
741	0.4864367093
742	0.4863671151
743	0.4863294317
744	0.4862417192
745	0.4860825059
746	0.486004584
747	0.4858827999
748	0.4858296477
749	0.4857315046
750	0.4856386311
751	0.4855598079
752	0.4854485083
753	0.4853601722
754	0.4853106124
755	0.4852000916
756	0.4850538603
757	0.484993985
758	0.4848236191
759	0.4847685317
760	0.4846669717
761	0.4846040321
762	0.4845130897
763	0.4844595475
764	0.4843866492
765	0.4843269652
766	0.4842181064
767	0.4841762704
768	0.4840938337
769	0.4839884361
770	0.4839040276
771	0.483766261
772	0.4836636945
773	0.4835912791
774	0.483481756
775	0.4833931244
776	0.4833053027
777	0.4832250608
778	0.483128256
779	0.4830693181
780	0.4829908297
781	0.4829216014
782	0.4827987829
783	0.4827104777
784	0.4826546493
785	0.482579907
786	0.4824915234
787	0.4824243187
788	0.4823638186
789	0.4822342846
790	0.4821619047
791	0.4821059911
792	0.4820246468
793	0.4819808989
794	0.4819179066
795	0.4818137558
796	0.4817497204
797	0.4817235247
798	0.4816612301
799	0.4815933141
800	0.4815320531
801	0.4813584795
802	0.4812659065
803	0.4811880149
804	0.481118835
805	0.4809805294
806	0.4809006631
807	0.4808152055
808	0.4807962195
809	0.4807735454
810	0.4806778964
811	0.4806005725
812	0.4805177974
813	0.4804524811
814	0.4803967509
815	0.4802515863
816	0.4802091294
817	0.480115365
818	0.4800575538
819	0.4799872267
820	0.4798759111
821	0.4798142777
822	0.4797663382
823	0.4797300972
824	0.4796325554
825	0.4795811618
826	0.4795312618
827	0.4794982401
828	0.4794133625
829	0.4792810354
830	0.4792435732
831	0.479205114
832	0.4791511126
833	0.4790840907
834	0.4790649073
835	0.478999403
836	0.478899961
837	0.4788177501
838	0.4787496694
839	0.4787018581
840	0.4786399428
841	0.4785709172
842	0.4784932961
843	0.4784368726
844	0.4783952687
845	0.4783042965
846	0.4781830498
847	0.4780910269
848	0.4780309738
849	0.4779494785
850	0.4779180083
851	0.4778084946
852	0.4777274608
853	0.4776660061
854	0.477583722
855	0.4774427767
856	0.4773781039
857	0.4773124494
858	0.4772305403
859	0.4771711422
860	0.4771266167
861	0.4770676607
862	0.477001156
863	0.4769178659
864	0.4768451819
865	0.4767732334
866	0.4766570038
867	0.4766008643
868	0.4765476434
869	0.4764334907
870	0.4763696797
871	0.4763013655
872	0.4762701888
873	0.4761701305
874	0.4761139533
875	0.4760221725
876	0.4759326623
877	0.4758841918
878	0.4758205882
879	0.475755204
880	0.4756735375
881	0.4756393206
882	0.4756293553
883	0.4755618513
884	0.4755311329
885	0.4754931667
886	0.4754159366
887	0.4753489973
888	0.4753032721
889	0.4752291685
890	0.4752152985
891	0.4751228221
892	0.4750681724
893	0.474989823
894	0.4749498001
895	0.4748935325
896	0.4748039084
897	0.4747318318
898	0.4746320355
899	0.4745749631
900	0.4745141584
901	0.4744440085
902	0.4744055832
903	0.4743228269
904	0.4742363682
905	0.4741622781
906	0.4740681156
907	0.4740090405
908	0.4739746804
909	0.4739136779
910	0.4738447961
911	0.4737430913
912	0.473622347
913	0.4735542873
914	0.4734856465
915	0.4734299768
916	0.4733676655
917	0.473267806
918	0.4732254591
919	0.4731809286
920	0.4730981009
921	0.4730109005
922	0.4729189548
923	0.4728649867
924	0.4728094309
925	0.4727422102
926	0.472622854
927	0.4725359363
928	0.4724029932
929	0.4723085047
930	0.4722708256
931	0.472189401
932	0.4721184452
933	0.4720595395
934	0.4719590349
935	0.4719144044
936	0.4718710446
937	0.471743207
938	0.4717022552
939	0.4716201114
940	0.4715509343
941	0.471489574
942	0.4714051888
943	0.4713343273
944	0.4712822008
945	0.471225492
946	0.4712024599
947	0.4711409199
948	0.4710825064
949	0.471015643
950	0.4709628375
951	0.4709487991
952	0.4709067033
953	0.4708657079
954	0.4707833749
955	0.4707410666
956	0.470634884
957	0.470575165
958	0.4705038234
959	0.4704654768
960	0.4704156203
961	0.4703739043
962	0.4703120405
963	0.4702315809
964	0.4701523044
965	0.4700588155
966	0.469980732
967	0.4699340821
968	0.469859884
969	0.4697851689
970	0.4697308399
971	0.4696619647
972	0.4695975441
973	0.4695430683
974	0.4694350445
975	0.4693917803
976	0.4692652884
977	0.4691779383
978	0.4690920066
979	0.4689786299
980	0.4688883989
981	0.4688004871
982	0.4687321114
983	0.4686619949
984	0.468587615
985	0.4684638903
986	0.4684330034
987	0.4682938532
988	0.4682243217
989	0.468203569
990	0.46814654
991	0.4681113641
992	0.468017266
993	0.467959864
994	0.4678646703
995	0.467819289
996	0.4676826979
997	0.4676681153
998	0.4676304175
999	0.4675435584
1000	0.4674467177
1001	0.4674032588
1002	0.4673233821
1003	0.4672538621
1004	0.4671703363
1005	0.4671128838
1006	0.4670970793
1007	0.4670658914
1008	0.4670213557
1009	0.4669500829
1010	0.4668997685
1011	0.4668565069
1012	0.466811218
1013	0.4667703734
1014	0.4666995145
1015	0.4666121921
1016	0.4665669963
1017	0.4664544988
1018	0.4663425679
1019	0.4663163696
1020	0.4662406812
1021	0.4662022231
1022	0.4661173632
1023	0.4660746435
1024	0.4660038413
1025	0.4659258109
1026	0.4658283733
1027	0.4657499914
1028	0.4656980921
1029	0.4656428644
1030	0.4655925539
1031	0.4654957461
1032	0.465435441
1033	0.4653928191
1034	0.4653530233
1035	0.4652995072
1036	0.4652775874
1037	0.4652352167
1038	0.4651622315
1039	0.4650616482
1040	0.4649698329
1041	0.4649426248
1042	0.4648673645
1043	0.4648236529
1044	0.4647615797
1045	0.4646981942
1046	0.4646369327
1047	0.4645982535
1048	0.4645340157
1049	0.464468415
1050	0.4644217427
1051	0.4643494964
1052	0.4642537875
1053	0.4642010121
1054	0.464111889
1055	0.4640477831
1056	0.4640190358
1057	0.4639507045
1058	0.4639048179
1059	0.4638661955
1060	0.463780088
1061	0.4636990247
1062	0.4636235091
1063	0.4635913378
1064	0.4635391935
1065	0.4634355368
1066	0.4633726262
1067	0.4632947723
1068	0.4632418342
1069	0.4631721959
1070	0.4631146966
1071	0.4630266811
1072	0.4630155793
1073	0.462926555
1074	0.462852671
1075	0.4628087029
1076	0.4627743602
1077	0.4627191752
1078	0.4626607634
1079	0.4625904457
1080	0.4625068104
1081	0.4624617487
1082	0.462407463
1083	0.4623157915
1084	0.4622218942
1085	0.4621837915
1086	0.4621234851
1087	0.4621074155
1088	0.4620995443
1089	0.4620300387
1090	0.4619897292
1091	0.4619417605
1092	0.4618905732
1093	0.4618440867
1094	0.461790756
1095	0.4616683373
1096	0.4615612878
1097	0.461533553
1098	0.4614282646
1099	0.4613280511
1100	0.4612947277
1101	0.4612403028
1102	0.4611603688
1103	0.4611103134
1104	0.461081161
1105	0.4610131594
1106	0.460930893
1107	0.4608401862
1108	0.4608103258
1109	0.4607158941
1110	0.4606555596
1111	0.4606337173
1112	0.4605763556
1113	0.4605375045
1114	0.4605100658
1115	0.4604639553
1116	0.4604052669
1117	0.4603213882
1118	0.4602629384
1119	0.460225803
1120	0.4601644207
1121	0.4601039078
1122	0.4600444322
1123	0.4599532013
1124	0.4599021545
1125	0.4598403211
1126	0.4597862554
1127	0.4596782192
1128	0.4596517344
1129	0.4596062646
1130	0.4594806563
1131	0.459420228
1132	0.4593472878
1133	0.4593079822
1134	0.459240599
1135	0.4591860414
1136	0.4590888387
1137	0.459036486
1138	0.4589653753
1139	0.4589159659
1140	0.4588496563
1141	0.4587513893
1142	0.4587167409
1143	0.4586592668
1144	0.4585855545
1145	0.4585206006
1146	0.4584806804
1147	0.4584075545
1148	0.45835387
1149	0.4583180777
1150	0.4582811077
1151	0.4582501422
1152	0.4581811472
1153	0.4581218598
1154	0.4580498404
1155	0.4579878616
1156	0.4579226844
1157	0.4578498515
1158	0.4578094874
1159	0.4577465716
1160	0.4576911572
1161	0.4575968073
1162	0.4575401693
1163	0.4574854874
1164	0.4574150152
1165	0.457333601
1166	0.457279087
1167	0.4572367747
1168	0.4571754452
1169	0.4571075565
1170	0.457017087
1171	0.4569464111
1172	0.456849417
1173	0.4567897469
1174	0.4567317409
1175	0.4566440759
1176	0.4566153236
1177	0.4565718647
1178	0.4565180691
1179	0.4564745613
1180	0.4563794101
1181	0.4563570821
1182	0.4562727183
1183	0.4562171651
1184	0.456100782
1185	0.4560664503
1186	0.456016592
1187	0.4559787883
1188	0.4559242648
1189	0.4558665448
1190	0.4557830182
1191	0.4557361069
1192	0.4556919193
1193	0.4556255468
1194	0.4555937922
1195	0.4555374638
1196	0.4554622295
1197	0.4554261028
1198	0.4553446122
1199	0.4552807654
1200	0.4552209144
1201	0.4551470507
1202	0.4550939811
1203	0.4550049997
1204	0.4549746461
1205	0.4549053015
1206	0.4548615222
1207	0.4548109224
1208	0.4547785647
1209	0.4547361295
1210	0.454700283
1211	0.4546656692
1212	0.4546137304
1213	0.454560069
1214	0.4544493392
1215	0.4543608135
1216	0.4542509328
1217	0.454180511
1218	0.4541754142
1219	0.4541419305
1220	0.4540937722
1221	0.4540478418
1222	0.4539815384
1223	0.4539356997
1224	0.4538940499
1225	0.4538687637
1226	0.4537655689
1227	0.4537174219
1228	0.4536638185
1229	0.4536232528
1230	0.4534603632
1231	0.4534015756
1232	0.4533738678
1233	0.4533323666
1234	0.4532802704
1235	0.4532244245
1236	0.4531611875
1237	0.4530875451
1238	0.4530174874
1239	0.4529866204
1240	0.452955199
1241	0.4528853844
1242	0.4528239877
1243	0.4527584508
1244	0.4527172541
1245	0.4526812963
1246	0.4526090127
1247	0.452552294
1248	0.4525031273
1249	0.4524688315
1250	0.4524306496
1251	0.4523883096
1252	0.4523314991
1253	0.452311963
1254	0.4522469522
1255	0.4521803264
1256	0.4521425877
1257	0.4520654893
1258	0.4519898532
1259	0.4519577937
1260	0.4519114157
1261	0.451817602
1262	0.4517553617
1263	0.4517227346
1264	0.4516898398
1265	0.4516757598
1266	0.4516645194
1267	0.4515604829
1268	0.4515151171
1269	0.4514581889
1270	0.4514144223
1271	0.4513674137
1272	0.4513402978
1273	0.4513188807
1274	0.4512680295
1275	0.4512073098
1276	0.4511423807
1277	0.4511063187
1278	0.4510785435
1279	0.4510045443
1280	0.450958885
1281	0.4508757902
1282	0.4507865274
1283	0.4507686971
1284	0.4507004682
1285	0.4506468944
1286	0.4506073451
1287	0.4505714644
1288	0.4504692552
1289	0.4504101414
1290	0.4503761135
1291	0.4503295626
1292	0.450279167
1293	0.4502078002
1294	0.4501740479
1295	0.4501354214
1296	0.4500882214
1297	0.4500490529
1298	0.4500187129
1299	0.449934077
